web-scraper-order,web-scraper-start-url,Product_C,Product_C-href,Product_Name,Shop_Name,Sale_Price,Original_Price,Discount,Description,Collection,Product_SKU,Review_Numbers,Customer_Rating_Total,Size_Rating,Material_Rating,Color_Rating,Sponsor_B
"1571767152-1412","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=3","Opens in a new tabSaleQuickviewSave+9 SizesAvailable in 9 SizesHaigler Green/Gray Area Rugby Bungalow Rose$29.99 - $287.22$48.00158Rated 5 out of 5 stars.158 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/bungalow-rose-haigler-greengray-area-rug-ya62258.html","Haigler Green/Gray Area Rug","Bungalow Rose","$77.82","$189.00","59% Off","This area rug features modern inspired designs that will effortlessly integrate and update your decor space.","Area Rugs","SKU: YA62258","Showing 1-10 of 156 reviews.","4.8","null","null","null","null"
"1571768556-1484","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=2","Opens in a new tabSaleQuickviewSave+13 SizesAvailable in 13 SizesEstrel Area Rugby Bungalow Rose$42.99 - $513.99$68.00816Rated 4.5 out of 5 stars.816 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/bungalow-rose-estrel-area-rug-bngl5616.html","Estrel Area Rug","Bungalow Rose","$42.99","$68.00","37% Off","null","Area Rugs","SKU: BNGL5616","Showing 1-10 of 812 reviews.","4.7","4.9","4.9","4.7","null"
"1571765794-1340","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=5","Opens in a new tabSaleQuickviewSave+19 SizesAvailable in 19 SizesShailene Ivory Area Rugby Mistana$29.99 - $355.82$58.00959Rated 4.5 out of 5 stars.959 total votes.","https://www.wayfair.com/rugs/pdp/mistana-shailene-ivory-area-rug-mtna1684.html","Shailene Ivory Area Rug","Mistana","$29.99","$58.00","48% Off","A traditional piece with an intricate Persian-inspired motif, this attractive rug beautifully blends with aesthetics from boho-chic to modern. Power-loomed in Turkey from polypropylene – a durable synthetic material that resists staining and fading – this piece is an ideal anchor for high-traffic rooms in your home.","Area Rugs","SKU: MTNA1684","Showing 1-10 of 955 reviews.","4.7","4.8","4.9","4.6","null"
"1571768280-1471","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=2","Opens in a new tabSaleQuickviewSave+7 SizesAvailable in 7 SizesHannah Charcoal/Ivory Area Rugby Laurel Foundry Modern Farmhouse$33.99 - $350.93$44.00861Rated 4.5 out of 5 stars.861 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/hannah-charcoalivory-area-rug-lrfy3336.html","Hannah Charcoal/Ivory Area Rug","Laurel Foundry Modern Farmhouse","$33.99","$44.00","23% Off","With its gorgeous design, this collection is truly one of a kind with its timeless pattern. This beautiful piece is not only charming but affordable as well! Become your own designer with this stylish rug. It will make the perfect centerpiece for any home.","Area Rugs","SKU: LRFY3336","Showing 1-10 of 859 reviews.","4.7","4.9","4.5","5.0","null"
"1571765442-1315","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=5","Opens in a new tabQuickviewSave+7 SizesAvailable in 7 SizesTurner Vintage Poppy/Blue Area Rugby Bungalow Rose$63.99 - $889.99$108.007Rated 5 out of 5 stars.7 total votes.FREE 2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/bungalow-rose-turner-vintage-poppyblue-area-rug-bgrs1539.html","Turner Vintage Poppy/Blue Area Rug","Bungalow Rose","$113.99","$257.00","56% Off","This splendid Turner Vintage Poppy/Blue Area Rug is just what you need to pull your décor space together in style. Utilizing a variety of colors and designs suited to fit any of your fashionable needs and spot clean only.","Area Rugs","SKU: BGRS1539","Showing 1-7 of 7 reviews.","4.9","null","null","null","null"
"1571768451-1479","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=2","Opens in a new tabSaleQuickviewSave+7 SizesAvailable in 7 SizesAlmonte Vintage Boho Pink/Saffron Area Rugby Bungalow Rose$24.82 - $232.99$48.00334Rated 5 out of 5 stars.334 total votes.","https://www.wayfair.com/rugs/pdp/bungalow-rose-almonte-vintage-boho-pinksaffron-area-rug-ya61160.html","Almonte Vintage Boho Pink/Saffron Area Rug","Bungalow Rose","$24.82","$48.00","48% Off","null","Area Rugs","SKU: YA61160","Showing 1-10 of 328 reviews.","4.8","4.0","5.0","4.7","null"
"1571768611-1486","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=2","Opens in a new tabSaleQuickviewSave+9 SizesAvailable in 9 SizesCevenola Beige/Brown/Green Area Rugby Charlton Home$64.99 - $299.99$78.9913Rated 4.5 out of 5 stars.13 total votes.FREE Shipping","https://www.wayfair.com/rugs/pdp/charlton-home-cevenola-beigebrowngreen-area-rug-w001462002.html?category=474118&placement=303&slot=2&sponsoredid=9352bf1116403ce69c7e7d6aaffe939f9d480a68ff3863dcb75fe99e7effecf9&_txid=otAgbl2vRtJ4gloUKDKsAg%3D%3D&isB2b=0","Cevenola Beige/Brown/Green Area Rug","Charlton Home","$282.99","null","null","For those who aren’t afraid to indulge, this Beige/Brown/Green Area Rug elevates any room design.","Area Rugs","SKU: W001462002","Showing 1-10 of 13 reviews.","4.4","null","null","null","Sponsored"
"1571769778-1542","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=0","Opens in a new tabSaleQuickviewSave+16 SizesAvailable in 16 SizesBrandt Burgundy Area Rugby Mistana$28.99 - $148.46$78.0031967Rated 4.5 out of 5 stars.31967 total votes.","https://www.wayfair.com/rugs/pdp/mistana-brandt-burgundy-area-rug-mtna1017.html","Brandt Burgundy Area Rug","Mistana","$148.46","$398.00","63% Off","Walls aren’t the only places to show off your personality with art. Your floors are craving personality too! That’s when area rugs come in. Whether rolled out at the center of your living room, underneath your dining table, or in your master suite, area rugs act as both a foundation and a focal point. This one for example, features a traditional design, and is machine made in Turkey from polypropylene, with a 0.25'' pile height. This indoor rug is equipped with a cotton backing, but is perfectly paired with a rug pad, to keep it from slipping and sliding. It is also stain resistant and safe on heated floors. To care for this piece, we recommend vacuuming regularly, and spot cleaning.","Area Rugs","SKU: MTNA1017","Showing 1-10 of 31942 reviews.","4.5","4.5","4.6","4.5","null"
"1571767966-1454","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=3","Opens in a new tabSaleQuickviewSave+17 SizesAvailable in 17 SizesBurciaga Blue Area Rugby Mercury Row$25.99 - $606.99$28.99636Rated 5 out of 5 stars.636 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/mercury-row-burciaga-blue-area-rug-mcrw5553.html","Burciaga Blue Area Rug","Mercury Row","$25.99","$28.99","10% Off","Looks aside, area rugs help absorb and decrease noise as they soften the step of hardwood and tile flooring. Made in Turkey, this one is constructed from polypropylene, a synthetic material designed to stand up to muddy shoes in the entryway and the occasional spill under the kitchen table. It features a 0.37"" pile height, ideal for promoting a cozy and inviting feel to your space with the added benefit of being easy to clean.","Area Rugs","SKU: MCRW5553","Showing 1-10 of 633 reviews.","","","","","null"
"1571767993-1456","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=3","Opens in a new tabQuickviewSave+12 SizesAvailable in 12 SizesDorset Grey Area Rugby Mercury Row$32.99 - $259.99$39.00195Rated 4.5 out of 5 stars.195 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/mercury-row-dorset-grey-area-rug-mcrw7033.html","Dorset Grey Area Rug","Mercury Row","$32.99","$39.00","15% Off","A traditional style staple gets a bright and vibrant update in this gray area rug, showcasing a classic oriental motif in distressed colors for a trendy vintage vibe. Made in Turkey, this area rug is power loomed from stain- and fade-resistant polypropylene in a 0.5"" pile – perfect for rolling out in high-traffic living rooms and dining spaces prone to occasional spills and stains alike. Complete with a durable jute and latex backing, this rug performs best when paired with a rug pad to prevent shifting and sliding underfoot.","Area Rugs","SKU: MCRW7033","Showing 1-10 of 195 reviews.","4.6","4.7","5.0","5.0","null"
"1571766136-1357","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=5","Opens in a new tabSaleQuickviewSave+10 SizesAvailable in 10 SizesDecker Pink Area Rugby Mistana$44.99 - $354.99$52.006192Rated 4.5 out of 5 stars.6192 total votes.","https://www.wayfair.com/rugs/pdp/mistana-decker-pink-area-rug-mtna1801.html","Decker Pink Area Rug","Mistana","$44.99","$52.00","13% Off","Living room a little lacking? Turn it up a notch with this eye-catching area rug! Aside from softening the step of hardwood flooring, this design showcases a vibrant pink hue patterned after Persian motifs, making it an updated take on a classic find. Crafted from nylon, it features a 0.5'' pile height that encourages comfort underfoot while remaining easy to clean with regular vacuuming. No matter where this distinctive piece ends up, we recommend using a rug pad to keep it steady.","Area Rugs","SKU: MTNA1801","Showing 1-10 of 6198 reviews.","4.6","4.8","4.9","5.0","null"
"1571767777-1445","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=3","Opens in a new tabSaleQuickviewSave+9 SizesAvailable in 9 SizesCevenola Dark Green/Tan Area Rugby Charlton Home$61.99 - $295.99$72.991Rated 5 out of 5 stars.1 total votes.FREE Shipping","https://www.wayfair.com/rugs/pdp/charlton-home-cevenola-dark-greentan-area-rug-w001462277.html?category=474118&placement=307&slot=1&sponsoredid=40b7724cc96484b37cd49dbc16daeb350a48fd01054b3650853f0182b314199e&_txid=otAgY12vQyCxQisHaXN9Ag%3D%3D&isB2b=0","Cevenola Dark Green/Tan Area Rug","Charlton Home","$259.99","null","null","For those who aren’t afraid to indulge, this Dark Green/Tan Area Rug elevates any room design.","Area Rugs","SKU: W001462277","Showing 1-1 of 1 reviews.","5","null","null","null","Sponsored"
"1571767127-1411","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=3","Opens in a new tabSaleQuickviewSave+16 SizesAvailable in 16 SizesBrandt Dark Blue Area Rugby Mistana$24.99 - $103.29$78.0031982Rated 4.5 out of 5 stars.31982 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/mistana-brandt-dark-blue-area-rug-w001397379.html","Brandt Dark Blue Area Rug","Mistana","$24.99","$78.00","68% Off","Bursting with a boho flair, this dynamic area rug showcases a fashionably faded Persian-inspired pattern in blue, ivory, and beige hues for a splash of color. Power-loomed in Turkey from polypropylene with a low 0.25"" pile height, this design is the perfect pick for high-traffic rooms inside since it resists staining and fading. Plus, it’s easy to clean with regular vacuuming. We recommend you pair this piece with a rug pad so it stays put.","Area Rugs","SKU: W001397379","Showing 1-10 of 31890 reviews.","4.5","4.5","4.7","4.6","null"
"1571769084-1509","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=0","Opens in a new tabQuickviewSave+26 SizesAvailable in 26 SizesElson Ivory/Blue Area Rugby Mistana$38.99 - $535.99$41.293664Rated 4.5 out of 5 stars.3664 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/mistana-elson-ivoryblue-area-rug-mtna3395.html","Elson Ivory/Blue Area Rug","Mistana","$38.99","$41.29","6% Off","A traditional design gets a trendy update in this ivory and blue area rug, showcasing a faded oriental motif. Made in Turkey, this area rug is machine woven from stain- and fade-resistant polypropylene in a low 0.37"" pile – perfect for rolling out in high-traffic living rooms and dining spaces prone to occasional spills and stains alike. Complete with a durable jute backing, this area rug performs best when paired with a rug pad to prevent shifting and sliding underfoot.","Area Rugs","SKU: MTNA3395","Showing 1-10 of 3663 reviews.","4.7","4.8","4.8","4.7","null"
"1571765418-1314","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=5","Opens in a new tabSaleQuickviewSave+6 SizesAvailable in 6 SizesRamsay Vintage Aqua/Teal Area Rugby Bungalow Rose$32.99 - $283.99$48.00131Rated 5 out of 5 stars.131 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/bungalow-rose-ramsay-vintage-aquateal-area-rug-bgls1210.html","Ramsay Vintage Aqua/Teal Area Rug","Bungalow Rose","$121.99","$252.00","52% Off","Embodying a sense of classic charm that will effortlessly emit a sense of inviting comfort, this flawless rug will surely become the center point to your space. With a smooth oriental design that radiates opulence and a cool color palette that will give any room a feel of refined relaxation, this perfect piece will surely be exquisite within your home decor.","Area Rugs","SKU: BGLS1210","Showing 1-10 of 132 reviews.","4.8","null","null","null","null"
"1571769057-1507","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=0","Opens in a new tabSaleQuickviewSave+24 SizesAvailable in 24 SizesLennert Light Blue/Fuchsia Area Rugby Mistana$42.99 - $529.20$82.8012652Rated 4.5 out of 5 stars.12652 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/mistana-lennert-light-bluefuchsia-area-rug-w000765649.html","Lennert Light Blue/Fuchsia Area Rug","Mistana","$42.99","$82.80","48% Off","Set a bohemian foundation in any space with this dynamic area rug, showcasing a distressed Persian-inspired pattern in fuchsia, ivory, and turquoise tones. Power-loomed in Turkey from polypropylene – a durable synthetic material that resists staining and fading – this piece is an ideal anchor for high-traffic rooms in your home. Though this design's medium 0.45"" pile height provides a bit of cushioning underfoot, we recommend you pair it with a rug pad for additional padding and traction.","Area Rugs","SKU: W000765649","Showing 1-10 of 12417 reviews.","4.7","4.8","4.8","4.8","null"
"1571766374-1371","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=4","Opens in a new tabSaleQuickviewSave+24 SizesAvailable in 24 SizesOttis Red/Black/Teal/Beige Area Rugby Charlton Home$55.99 - $549.99$97.50228Rated 4.5 out of 5 stars.228 total votes.FREE 2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/charlton-home-ottis-redblacktealbeige-area-rug-chlh6112.html","Ottis Red/Black/Teal/Beige Area Rug","Charlton Home","$55.99","$97.50","43% Off","Featuring a stunningly detailed Persian theme pattern, this Red/Black Area Rug is perfect for adding a dash of elegance to your living room or bedroom. Made using 100% polypropylene, this rug features a painstakingly detailed European/Persian style patterns and motifs spread against a bright red background. This rug is machine woven for additional durability and sturdy. This rug enables years of reliable use. Suitable for indoor use, this rug sports elegant floral patterns. This Teal/Beige Area Rug comes with a cotton backing and is available in a host of sizes. It requires professional cleaning occasionally, and the use of a rug pad is recommended to avoid unnecessary slippage.","Area Rugs","SKU: CHLH6112","Showing 1-10 of 228 reviews.","4.7","null","null","null","null"
"1571768428-1478","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=2","Opens in a new tabSaleQuickviewSave+5 SizesAvailable in 5 SizesAnsley Beige/Brown/Red Area Rugby Andover Mills$48.16 - $169.36$100.05445Rated 4.5 out of 5 stars.445 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/andover-mills-ansley-beigebrownred-area-rug-w000801240.html","Ansley Beige/Brown/Red Area Rug","Andover Mills","$48.16","$100.05","52% Off","Warming up hardwood and tile floors while setting the stage for the rest of your ensemble, area rugs are essential for nearly any room in your abode. Made in Egypt, this one is constructed from polypropylene, a popular material in rug production due to its high resistance to stains, fading, and moisture. It features a 0.5"" pile height, ideal for promoting a cozy and inviting feel to your space with the added benefit of being easy to clean.","Area Rugs","SKU: W000801240","Showing 1-10 of 445 reviews.","4.6","5.0","4.6","4.3","null"
"1571769502-1530","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=0","Opens in a new tabSaleQuickviewSave+15 SizesAvailable in 15 SizesHillsby Charcoal/Light Gray/Beige Area Rugby Mistana$32.73 - $608.23$44.003919Rated 5 out of 5 stars.3919 total votes.2-Day ShippingGet it by Thu, Oct 24","https://www.wayfair.com/rugs/pdp/mistana-hillsby-charcoallight-graybeige-area-rug-mtna3110.html","Hillsby Charcoal/Light Gray/Beige Area Rug","Mistana","$32.73","$44.00","26% Off","Made in Turkey, this area rug is machine-woven of stain- and fade-resistant polypropylene in a medium 0.38"" pile – perfect for rolling out in fashionable living rooms or dining spaces prone to the occasional spills and stains. Easily vacuumed or spot cleaned for effortless upkeep, this area rug performs best when paired with a rug pad to prevent shifting and sliding.","Area Rugs","SKU: MTNA3110","Showing 1-10 of 3903 reviews.","4.8","4.7","4.6","4.8","null"
"1571766642-1385","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=4","Opens in a new tabSaleQuickviewSave+5 SizesAvailable in 5 SizesCaseville Gray Area Rugby World Menagerie$36.99 - $209.99$95.0011Rated 4.5 out of 5 stars.11 total votes.","https://www.wayfair.com/rugs/pdp/world-menagerie-caseville-gray-area-rug-w000441729.html?category=474118&placement=308&slot=4&sponsoredid=cf68a561606a32662f2ca44d2109c4a7530440b7d90466f314c31d25603cddef&_txid=otAgbl2vP614gloUFpS6Ag%3D%3D&isB2b=0","Caseville Gray Area Rug","World Menagerie","$36.99","$95.00","61% Off","null","Area Rugs","SKU: W000441729","Showing 1-10 of 11 reviews.","4.7","null","null","null","Sponsored"
"1571769675-1538","https://www.wayfair.com/rugs/sb0/oriental-rugs-c474118.html?curpage=0","Opens in a new tabSaleQuickviewSave+10 SizesAvailable in 10 SizesLillie Dark Blue Area Rugby Ophelia & Co.$42.99 - $309.9976Rated 4.5 out of 5 stars.76 total votes.","https://www.wayfair.com/rugs/pdp/ophelia-co-lillie-dark-blue-area-rug-w001584488.html?category=474118&placement=301&slot=1&sponsoredid=9c0c41684787b6e630587fccd205c3d030c3de0884b0f66f800eebe7bbe26e3e&_txid=otAgbl2vSjYdGddVCLVqAg%3D%3D&isB2b=0","Lillie Dark Blue Area Rug","Ophelia & Co.","$42.99","null","null","Classic, elegant pattern is the hallmark of this area rug. Inspired by traditional Persian rug designs, this rug is lightly distressed to bring vintage flair. Soft pastels make a natural accent to both modern and classic décor.","Area Rugs","SKU: W001584488","Showing 1-10 of 79 reviews.","4.6","null","null","null","Sponsored"
