web-scraper-order,web-scraper-start-url,Product_C,Product_C-href,Product_Name,Shop_Name,Sale_Price,Original_Price,Discount,Description,Collection,Product_SKU,Review_Numbers,Customer_Rating_Total,Size_Rating,Material_Rating,Color_Rating,Sponsor_B
"1571689825-356","https://www.wayfair.com/rugs/sb0/door-mats-c416566.html?curpage=3","Opens in a new tabSaleQuickviewSave+2 SizesAvailable in 2 SizesCletus Heart Paws Non-Slip Outdoor Door Matby Winston Porterfrom $27.99$28.99119Rated 4.5 out of 5 stars.119 total votes.","https://www.wayfair.com/rugs/pdp/winston-porter-cletus-heart-paws-non-slip-outdoor-door-mat-w001015369.html","Cletus Heart Paws Non-Slip Outdoor Door Mat","Winston Porter","$27.99","null","null","There’s nothing quite like the joyous welcome your loyal puppy gives you when you return home from running errands, but we tried to replicate it anyway with this adorable doormat! Sure to bring a smile to any visitor’s face, this charming doormat displays a cluster of puppy paw prints in the shape of a heart. Machine-made of natural coir, a durable and dense natural fiber that scrapes shoes clean with ease, this weather-resistant design showcases a simple rectangular shape and a slip-resistant vinyl and plastic backing. For an inviting aesthetic in your entryway, set this piece at the foot of your front door for guests to use to give their shoes a quick cleaning before coming in, then accessorize the space with a potted rubber tree plant for a touch of botanical charm.","Door Mats","SKU: W001015369","Showing 1-10 of 119 reviews.","4.6","null","null","null","null"
"1571688844-236","https://www.wayfair.com/rugs/sb0/door-mats-c416566.html?curpage=5","Opens in a new tabSaleQuickviewSave+3 SizesAvailable in 3 SizesPersonalized Imperial 48 in. x 30 in. Door Matby Geo Crafts, Inc$38.99$42.9922Rated 4.5 out of 5 stars.22 total votes.","https://www.wayfair.com/rugs/pdp/geo-crafts-inc-personalized-imperial-48-in-x-30-in-door-mat-gtz1232.html","Personalized Imperial 48 in. x 30 in. Door Mat","Geo Crafts, Inc","$38.99","$42.99","9% Off","Outfit any space in effortless style with this essential mat.","Door Mats","SKU: GTZ1232","Showing 1-10 of 22 reviews.","4.4","null","null","null","null"
"1571689304-294","https://www.wayfair.com/rugs/sb0/door-mats-c416566.html?curpage=4","Opens in a new tabSaleQuickviewSaveZakhar 32 in. x 20 in. Non-Slip Indoor Only Door Matby Charlton Home$20.99$22.996Rated 4.5 out of 5 stars.6 total votes.","https://www.wayfair.com/rugs/pdp/charlton-home-zakhar-32-in-x-20-in-non-slip-indoor-only-door-mat-w000138117.html","Zakhar 32 in. x 20 in. Non-Slip Indoor Only Door Mat","Charlton Home","$20.99","$22.99","9% Off","This beautiful motif designed multi-purpose door mat can be used anywhere that you please in your home to effortlessly accent any space. Made from 70% polyester and 30% jute, this door mat is durable and provides a sustainable surface for you to use in your home. This product also includes non-skid action backing in order to secure it's placed, making a safe accessory to place on all kinds of floors. Easy to clean and maintain.","Door Mats","SKU: W000138117","Showing 1-6 of 6 reviews.","4.5","null","null","null","null"
"1571689072-267","https://www.wayfair.com/rugs/sb0/door-mats-c416566.html?curpage=5","Opens in a new tabSaleQuickviewSave+2 Colors | 4 SizesAvailable in 2 Colors and 4 SizesSkinny Stripe Shag Non-Slip Outdoor Door Matby Chilewichfrom $66.996Rated 5 out of 5 stars.6 total votes.FREE Shipping","https://www.wayfair.com/rugs/pdp/chilewich-skinny-stripe-shag-non-slip-outdoor-door-mat-dsgk1152.html","Skinny Stripe Shag Non-Slip Outdoor Door Mat","Chilewich","$66.99","null","null","The Skinny Stripe Shag Door Mat is made by tufting custom extruded yarns as loops onto a primary backing and then binding them onto a hardworking vinyl that could weather any storm outdoors and provides functionality underfoot indoors.","Door Mats","SKU: DSGK1152","Showing 1-6 of 6 reviews.","4.8","null","null","null","null"
"1571688914-247","https://www.wayfair.com/rugs/sb0/door-mats-c416566.html?curpage=5","Opens in a new tabSaleQuickviewSaveBerenice Falling Leaves Molded Double 48 in. x 16 in. Non-Slip Outdoor Door Matby Red Barrel Studio$36.99$52.9967Rated 4.5 out of 5 stars.67 total votes.","https://www.wayfair.com/rugs/pdp/red-barrel-studio-berenice-falling-leaves-molded-double-48-in-x-16-in-non-slip-outdoor-door-mat-rdbt6748.html","Berenice Falling Leaves Molded Double 48 in. x 16 in. Non-Slip Outdoor Door Mat","Red Barrel Studio","$36.99","$52.99","30% Off","More than a decorative enhancement this rubber and coir molded doormat is made with a heavy rubber backing that anchors it in place while you brush dirt and debris from shoes and boots. The tufted coco-fiber facilitates scrubbing soles clean.","Door Mats","SKU: RDBT6748","Showing 1-10 of 67 reviews.","4.5","null","null","null","null"
"1571689258-288","https://www.wayfair.com/rugs/sb0/door-mats-c416566.html?curpage=4","Opens in a new tabSaleQuickviewSaveLissie Hey Y'All 32 in. x 16 in. Outdoor Door Matby Laurel Foundry Modern Farmhouse$24.99$33.0080Rated 5 out of 5 stars.80 total votes.","https://www.wayfair.com/rugs/pdp/lissie-hey-yall-32-in-x-16-in-outdoor-door-mat-lfmf3807.html","Lissie Hey Y'All 32 in. x 16 in. Outdoor Door Mat","Laurel Foundry Modern Farmhouse","$24.99","$33.00","24% Off","Hey Y'All doormat","Door Mats","SKU: LFMF3807","Showing 1-10 of 80 reviews.","4.8","null","null","null","null"
"1571690441-426","https://www.wayfair.com/rugs/sb0/door-mats-c416566.html?curpage=0","Opens in a new tabSaleQuickviewSave+11 ColorsAvailable in 11 ColorsBeaupre Honeycomb 36 in. x 24 in. Non-Slip Outdoor Door Matby Tucker Murphy Pet$35.51$39.99255Rated 4.5 out of 5 stars.255 total votes.","https://www.wayfair.com/rugs/pdp/tucker-murphy-pet-beaupre-honeycomb-36-in-x-24-in-non-slip-outdoor-door-mat-w001179625.html","Beaupre Honeycomb 36 in. x 24 in. Non-Slip Outdoor Door Mat","Tucker Murphy Pet","$35.51","$39.99","11% Off","Ready to stand up to high foot traffic no matter the weather waiting beyond the front door, this doormat is a must-have for keeping your entryway looking sharp. Made in the USA, it is constructed from anti-static polypropylene and features a non-skid rubber backing made from 25% recycled rubber for eco-friendly appeal. Plus, it lends style as well with an eye-catching honeycomb design in a neutral solid hue. Measures 24'' W x 36'' L overall.","Door Mats","SKU: W001179625","Showing 1-10 of 255 reviews.","4.7","5.0","5.0","4.7","null"
"1571689778-349","https://www.wayfair.com/rugs/sb0/door-mats-c416566.html?curpage=3","Opens in a new tabSaleQuickviewSave+3 Sizes | 26 OptionsAvailable in 3 Sizes and 26 OptionsOttavia Monogrammed Welcome Outdoor Door Matby Birch Lane™ Heritage$42.99 - $59.99104Rated 4.5 out of 5 stars.104 total votes.","https://www.wayfair.com/rugs/pdp/birch-lane-heritage-ottavia-monogrammed-welcome-outdoor-door-mat-bl4240.html","Ottavia Monogrammed Welcome Outdoor Door Mat","Birch Lane™ Heritage","$59.99","null","null","The beauty of the outdoors isn’t as beautiful when it finds its way onto your freshly swept floors. Here to help, this weather-resistant doormat welcomes guests in and keeps dirt out. Crafted from coir, a natural material made from coconut husks, it's easy to just shake off the dirt then vacuum. It showcases a lattice border, and a personalized capital letter of your choice in the center. Plus, it makes a great housewarming gift!","Door Mats","SKU: BL4240","Showing 1-10 of 104 reviews.","4.5","null","null","null","null"
"1571689033-264","https://www.wayfair.com/rugs/sb0/door-mats-c416566.html?curpage=5","Opens in a new tabSaleQuickviewSaveLady Bug Welcome 28 in. x 18 in. Outdoor Door Matby Better Trends$33.99$35.99","https://www.wayfair.com/rugs/pdp/better-trends-lady-bug-welcome-28-in-x-18-in-outdoor-door-mat-btre1481.html","Lady Bug Welcome 28 in. x 18 in. Outdoor Door Mat","Better Trends","$33.99","$35.99","6% Off","This door mat is an excellent decorative accent for your doorway. This doormat is the perfect way to keep your front door looking fresh and keep the dirt/sand out of your home. Sweep, vacuum or lightly shake this door mat to clean.","Door Mats","SKU: BTRE1481","null","","","","","null"
"1571690450-427","https://www.wayfair.com/rugs/sb0/door-mats-c416566.html?curpage=0","Opens in a new tabCloseoutQuickviewSave+2 SizesAvailable in 2 SizesCroll Drifted Nature Welcome Outdoor Door Matby Loon Peakfrom $34.9974Rated 4.5 out of 5 stars.74 total votes.","https://www.wayfair.com/rugs/pdp/loon-peak-croll-drifted-nature-welcome-outdoor-door-mat-lnpe7181.html","Croll Drifted Nature Welcome Outdoor Door Mat","Loon Peak","$34.99","null","null","Be it a lodge tucked away in the mountains or a cabin beside the lake, you can greet guests before you even reach the front door with this must-have doormat. Crafted from recycled polyester and rubber, it offers a rock-inspired tile design with typographic details in neutral hues of brown. This piece is weather-resistant, making it the perfect pick for your front porch or entryway ensemble, and as an added bonus, it comes backed by a one-year warranty.","Closeout","SKU: LNPE7181","Showing 1-10 of 74 reviews.","4.7","null","null","null","null"
"1571689697-339","https://www.wayfair.com/rugs/sb0/door-mats-c416566.html?curpage=3","Opens in a new tabSaleQuickviewSave+2 Colors | 4 SizesAvailable in 2 Colors and 4 SizesChannel Rib Indoor Only Door Matby Porticofrom $24.99$26.999Rated 5 out of 5 stars.9 total votes.","https://www.wayfair.com/rugs/pdp/portico-channel-rib-indoor-only-door-mat-pqo10000.html","Channel Rib Indoor Only Door Mat","Portico","$24.99","$26.99","7% Off","This door mat is ideal for entryways, hallways, ramps, and exits. It provides excellent dirt and moisture removal through polypropylene carpet. If you're looking for a great value, then this item is the right solution for you.","Door Mats","SKU: PQO10000","Showing 1-9 of 9 reviews.","4.9","null","null","null","null"
"1571688950-253","https://www.wayfair.com/rugs/sb0/door-mats-c416566.html?curpage=5","Opens in a new tabSaleQuickviewSave+3 Sizes | 26 OptionsAvailable in 3 Sizes and 26 OptionsZambrana Monogram Outdoor Door Matby Alcott Hillfrom $41.36$54.997Rated 4.5 out of 5 stars.7 total votes.","https://www.wayfair.com/rugs/pdp/alcott-hill-zambrana-monogram-outdoor-door-mat-gcqr1072.html","Zambrana Monogram Outdoor Door Mat","Alcott Hill","$53.03","$66.66","20% Off","Welcome your guests with this gorgeous monogrammed doormat that is expertly made by hand. Made of 100% coir, this durable, heavy-duty fiber is earth-friendly, naturally abrasive to scrape shoes clean, retains its shape no matter the foot traffic and absorbs moisture.","Door Mats","SKU: GCQR1072","Showing 1-6 of 6 reviews.","4.2","null","null","null","null"
"1571690343-412","https://www.wayfair.com/rugs/sb0/door-mats-c416566.html?curpage=0","Opens in a new tabSaleQuickviewSave+3 ColorsAvailable in 3 ColorsKensington Maxwell Medallion Distressed 31 in. x 20 in. Indoor Only Door Matby Well Woven$21.99$29.9910Rated 4.5 out of 5 stars.10 total votes.2-Day ShippingGet it by Wed, Oct 23","https://www.wayfair.com/rugs/pdp/well-woven-kensington-maxwell-medallion-distressed-31-in-x-20-in-indoor-only-door-mat-xtbs1393.html","Kensington Maxwell Medallion Distressed 31 in. x 20 in. Indoor Only Door Mat","Well Woven","$21.99","$29.99","27% Off","This doormat lets you express your style at a price you can afford. With simple gray tones, neutral ivories and beige, red or warm, vibrant jewel tone colors, this doormat can match just about anything.","Door Mats","SKU: XTBS1393","Showing 1-10 of 10 reviews.","4.4","null","null","null","null"
"1571688945-252","https://www.wayfair.com/rugs/sb0/door-mats-c416566.html?curpage=5","Opens in a new tabSaleQuickviewSave+3 ColorsAvailable in 3 ColorsFancy-Free 30 in. x 18 in. Non-Slip Indoor Only Door Matby Waverly$28.99 - $30.99$49.0046Rated 4 out of 5 stars.46 total votes.","https://www.wayfair.com/rugs/pdp/waverly-fancy-free-30-in-x-18-in-non-slip-indoor-only-door-mat-wvy2301.html","Fancy-Free 30 in. x 18 in. Non-Slip Indoor Only Door Mat","Waverly","$29.99","$49.00","39% Off","Discover an array of incomparably appealing accent rugs in the Waverly Fancy-Free Collection for Nourison. Choose from a wealth of timeless designs and high fashion color palettes. Practical as well as beautiful, these versatile machine-washable rugs are perfect for high traffic areas – easy and effortless style for any room in your home.","Door Mats","SKU: WVY2301","Showing 1-10 of 46 reviews.","3.9","null","null","null","null"
"1571689840-358","https://www.wayfair.com/rugs/sb0/door-mats-c416566.html?curpage=3","Opens in a new tabSaleQuickviewSaveKaryen Sungate Rubber 36 in. x 24 in. Non-Slip Outdoor Door Matby Winston Porter$22.98$28.9942Rated 5 out of 5 stars.42 total votes.","https://www.wayfair.com/rugs/pdp/winston-porter-karyen-sungate-rubber-36-in-x-24-in-non-slip-outdoor-door-mat-w000673842.html","Karyen Sungate Rubber 36 in. x 24 in. Non-Slip Outdoor Door Mat","Winston Porter","$22.98","$28.99","21% Off","Over-sized to provide more coverage, this beautiful doormat is made of 100% rubber and is impervious to the elements of weather. Detailed scroll that emulates wrought iron, this heavy-duty mat makes a gorgeous addition to any porch or patio area. Hose clean.","Door Mats","SKU: W000673842","Showing 1-10 of 42 reviews.","4.9","null","null","null","null"
"1571690162-400","https://www.wayfair.com/rugs/sb0/door-mats-c416566.html?curpage=2","Opens in a new tabSaleQuickviewSave+20 OptionsAvailable in 20 OptionsMonogrammed 36 in. x 24 in. Non-Slip Outdoor Door Matby Nourisonfrom $27.95$49.00243Rated 5 out of 5 stars.243 total votes.","https://www.wayfair.com/rugs/pdp/nourison-monogrammed-36-in-x-24-in-non-slip-outdoor-door-mat-no18347.html","Monogrammed 36 in. x 24 in. Non-Slip Outdoor Door Mat","Nourison","$28.99","$49.00","41% Off","Create a signature note of welcome at your front door with a smartly monogrammed accent rug. The perfect fashion choice to greet your family, friends, and guests. Stylish geometric design in deep black on bright and sunny beige. Meticulously hand made from natural, eco-friendly coir. A sturdy, premium quality construction for lasting beauty and carefree use under virtually all outdoor conditions.","Door Mats","SKU: NO18347","Showing 1-10 of 243 reviews.","4.8","null","null","null","null"
"1571690532-438","https://www.wayfair.com/rugs/sb0/door-mats-c416566.html?curpage=0","Opens in a new tabSaleQuickviewSave+3 SizesAvailable in 3 SizesIndoor Only Door Matby Latitude Run$56.99 - $166.99$160.597Rated 4 out of 5 stars.7 total votes.FREE 2-Day ShippingGet it by Wed, Oct 23","https://www.wayfair.com/rugs/pdp/latitude-run-indoor-only-door-mat-w002093998.html","Indoor Only Door Mat","Latitude Run","$56.99","$160.59","65% Off","null","Door Mats","SKU: W002093998","Showing 1-7 of 7 reviews.","3.9","null","null","null","null"
"1571690407-422","https://www.wayfair.com/rugs/sb0/door-mats-c416566.html?curpage=0","Opens in a new tabSaleQuickviewSaveKesha Woodblock Garden 48 in. x 24 in. Non-Slip Outdoor Door Matby Fleur De Lis Living$47.99$56.997Rated 5 out of 5 stars.7 total votes.","https://www.wayfair.com/rugs/pdp/fleur-de-lis-living-kesha-woodblock-garden-48-in-x-24-in-non-slip-outdoor-door-mat-w001200690.html","Kesha Woodblock Garden 48 in. x 24 in. Non-Slip Outdoor Door Mat","Fleur De Lis Living","$47.99","$56.99","16% Off","Make a stylish first impression with this doormat, featuring a herringbone and floral medallion motif comprised of multicolored woodgrain texture inspired blocks. Tasteful and timeless, this classic doormat was machine made with heat transfer needle-punch technology over high performance, weatherproof polyester.","Door Mats","SKU: W001200690","Showing 1-7 of 7 reviews.","4.9","null","null","null","null"
"1571690400-421","https://www.wayfair.com/rugs/sb0/door-mats-c416566.html?curpage=0","Opens in a new tabSaleQuickviewSaveKaitlin Gatsby 48 in. x 30 in. Non-Slip Outdoor Door Matby Fleur De Lis Living$51.99$103.99356Rated 5 out of 5 stars.356 total votes.FREE Shipping","https://www.wayfair.com/rugs/pdp/fleur-de-lis-living-kaitlin-gatsby-48-in-x-30-in-non-slip-outdoor-door-mat-fdll1657.html","Kaitlin Gatsby 48 in. x 30 in. Non-Slip Outdoor Door Mat","Fleur De Lis Living","$51.99","$103.99","50% Off","Welcome your friends, neighbors, and guests to your home with this stylish doormat. Showcasing an open curlicue design, it helps scrape shoes and boots clean, as well as trap dirt and snow. Made from rubber, this design features non-slip backing and is mildew-, fade-, and odor-resistant, so it's perfect both indoors and out. To clean, just hose it off with a light spray! Plus, it's made in the USA!","Door Mats","SKU: FDLL1657","Showing 1-10 of 356 reviews.","4.9","null","null","null","null"
"1571690084-389","https://www.wayfair.com/rugs/sb0/door-mats-c416566.html?curpage=2","Opens in a new tabSaleQuickviewSave+3 Colors | 7 SizesAvailable in 3 Colors and 7 SizesPolynib Solid Indoor Only Door Matby Symple Stufffrom $34.99$43.9986Rated 4.5 out of 5 stars.86 total votes.","https://www.wayfair.com/rugs/pdp/symple-stuff-polynib-solid-indoor-only-door-mat-sypl3745.html","Polynib Solid Indoor Only Door Mat","Symple Stuff","$34.99","$43.99","20% Off","Dear dirt and debris, it’s time we see other people. Perfect at any entrance to your home, this doormat helps welcome guests in and keep the great outdoors off your freshly swept floors. Its low-profile design allows clearance for most doorways, while the synthetic fibers trap debris and wick away moisture. Made in the USA, this door mat's needle-punched yarn construction has the look Berber carpeting with enough muscle to stand up to frequent foot traffic.","Door Mats","SKU: SYPL3745","Showing 1-10 of 86 reviews.","4.7","5.0","5.0","5.0","null"
"1571690352-413","https://www.wayfair.com/rugs/sb0/door-mats-c416566.html?curpage=0","Opens in a new tabSaleQuickviewSave+3 SizesAvailable in 3 SizesDeann Outdoor Door Matby Laurel Foundry Modern Farmhousefrom $18.99$24.99356Rated 4.5 out of 5 stars.356 total votes.","https://www.wayfair.com/rugs/pdp/deann-outdoor-door-mat-lfmf1213.html","Deann Outdoor Door Mat","Laurel Foundry Modern Farmhouse","$19.95","$24.99","20% Off","Greet guests with a hint of airy appeal when you lay down this doormat, the perfect pick for your porch or entryway. Made from durable and natural coco fibers, this mildew-, stain-, and fade-resistant piece is well-suited for scraping off dirty shoes since it's easy to clean (just vacuum or shake off the dust). Its neutral hue allows it to blend with a variety of color palettes and aesthetics, while its basket-weave design offers a touch of texture.","Door Mats","SKU: LFMF1213","Showing 1-10 of 356 reviews.","4.6","4.3","5.0","5.0","null"
"1571690045-383","https://www.wayfair.com/rugs/sb0/door-mats-c416566.html?curpage=2","Opens in a new tabSaleQuickviewSaveRachel Small Scrollwork Boot Trayby Fleur De Lis Living$28.9995Rated 4.5 out of 5 stars.95 total votes.","https://www.wayfair.com/rugs/pdp/fleur-de-lis-living-rachel-small-scrollwork-boot-tray-fdll2884.html","Rachel Small Scrollwork Boot Tray","Fleur De Lis Living","$28.99","null","null","Whether it's a rainy day or you're just trying to bring order to your entryway, this boot tray is the perfect pick. Crafted from rubber, it features a clean-lined frame to keep your shoes put, while a scrollwork overlay allows for water and dirt to subside. Set it by the front door to invite guests to remove their dirty boots before walking through your home, or keep it all to yourself as an essential organizational piece.","Door Mats","SKU: FDLL2884","Showing 1-10 of 94 reviews.","4.6","5.0","5.0","4.7","null"
"1571688838-235","https://www.wayfair.com/rugs/sb0/door-mats-c416566.html?curpage=5","Opens in a new tabQuickviewSaveJulie 47 in. x 22 in. Outdoor Door Matby Fleur De Lis Living$34.95$39.9950Rated 5 out of 5 stars.50 total votes.","https://www.wayfair.com/rugs/pdp/fleur-de-lis-living-julie-47-in-x-22-in-outdoor-door-mat-fdll1398.html","Julie 47 in. x 22 in. Outdoor Door Mat","Fleur De Lis Living","$34.95","$39.99","13% Off","This door mat printed on an elegant looking coco door mat with a vinyl backing, helps in scraping the dirt off the shoes with its extra thick fibers.","Door Mats","SKU: FDLL1398","Showing 1-10 of 50 reviews.","4.8","null","null","null","null"
